#,file_name,class_ID,class
1,spacek_1.wav,1,spacek
2,spacek_10.wav,1,spacek
3,spacek_100.wav,1,spacek
4,spacek_11.wav,1,spacek
5,spacek_12.wav,1,spacek
6,spacek_13.wav,1,spacek
7,spacek_14.wav,1,spacek
8,spacek_15.wav,1,spacek
9,spacek_16.wav,1,spacek
10,spacek_17.wav,1,spacek
11,spacek_18.wav,1,spacek
12,spacek_19.wav,1,spacek
13,spacek_2.wav,1,spacek
14,spacek_20.wav,1,spacek
15,spacek_21.wav,1,spacek
16,spacek_22.wav,1,spacek
17,spacek_23.wav,1,spacek
18,spacek_24.wav,1,spacek
19,spacek_25.wav,1,spacek
20,spacek_26.wav,1,spacek
21,spacek_27.wav,1,spacek
22,spacek_28.wav,1,spacek
23,spacek_29.wav,1,spacek
24,spacek_3.wav,1,spacek
25,spacek_30.wav,1,spacek
26,spacek_31.wav,1,spacek
27,spacek_32.wav,1,spacek
28,spacek_33.wav,1,spacek
29,spacek_34.wav,1,spacek
30,spacek_35.wav,1,spacek
31,spacek_36.wav,1,spacek
32,spacek_37.wav,1,spacek
33,spacek_38.wav,1,spacek
34,spacek_39.wav,1,spacek
35,spacek_4.wav,1,spacek
36,spacek_40.wav,1,spacek
37,spacek_41.wav,1,spacek
38,spacek_42.wav,1,spacek
39,spacek_43.wav,1,spacek
40,spacek_44.wav,1,spacek
41,spacek_45.wav,1,spacek
42,spacek_46.wav,1,spacek
43,spacek_47.wav,1,spacek
44,spacek_48.wav,1,spacek
45,spacek_49.wav,1,spacek
46,spacek_5.wav,1,spacek
47,spacek_50.wav,1,spacek
48,spacek_51.wav,1,spacek
49,spacek_52.wav,1,spacek
50,spacek_53.wav,1,spacek
51,spacek_54.wav,1,spacek
52,spacek_55.wav,1,spacek
53,spacek_56.wav,1,spacek
54,spacek_57.wav,1,spacek
55,spacek_58.wav,1,spacek
56,spacek_59.wav,1,spacek
57,spacek_6.wav,1,spacek
58,spacek_60.wav,1,spacek
59,spacek_61.wav,1,spacek
60,spacek_62.wav,1,spacek
61,spacek_63.wav,1,spacek
62,spacek_64.wav,1,spacek
63,spacek_65.wav,1,spacek
64,spacek_66.wav,1,spacek
65,spacek_67.wav,1,spacek
66,spacek_68.wav,1,spacek
67,spacek_69.wav,1,spacek
68,spacek_7.wav,1,spacek
69,spacek_70.wav,1,spacek
70,spacek_71.wav,1,spacek
71,spacek_72.wav,1,spacek
72,spacek_73.wav,1,spacek
73,spacek_74.wav,1,spacek
74,spacek_75.wav,1,spacek
75,spacek_76.wav,1,spacek
76,spacek_77.wav,1,spacek
77,spacek_78.wav,1,spacek
78,spacek_79.wav,1,spacek
79,spacek_8.wav,1,spacek
80,spacek_80.wav,1,spacek
81,spacek_81.wav,1,spacek
82,spacek_82.wav,1,spacek
83,spacek_83.wav,1,spacek
84,spacek_84.wav,1,spacek
85,spacek_85.wav,1,spacek
86,spacek_86.wav,1,spacek
87,spacek_87.wav,1,spacek
88,spacek_88.wav,1,spacek
89,spacek_89.wav,1,spacek
90,spacek_9.wav,1,spacek
91,spacek_90.wav,1,spacek
92,spacek_91.wav,1,spacek
93,spacek_92.wav,1,spacek
94,spacek_93.wav,1,spacek
95,spacek_94.wav,1,spacek
96,spacek_95.wav,1,spacek
97,spacek_96.wav,1,spacek
98,spacek_97.wav,1,spacek
99,spacek_98.wav,1,spacek
100,spacek_99.wav,1,spacek
101,pole_1.wav,0,pole
102,pole_10.wav,0,pole
103,pole_100.wav,0,pole
104,pole_11.wav,0,pole
105,pole_12.wav,0,pole
106,pole_13.wav,0,pole
107,pole_14.wav,0,pole
108,pole_15.wav,0,pole
109,pole_16.wav,0,pole
110,pole_17.wav,0,pole
111,pole_18.wav,0,pole
112,pole_19.wav,0,pole
113,pole_2.wav,0,pole
114,pole_20.wav,0,pole
115,pole_21.wav,0,pole
116,pole_22.wav,0,pole
117,pole_23.wav,0,pole
118,pole_24.wav,0,pole
119,pole_25.wav,0,pole
120,pole_26.wav,0,pole
121,pole_27.wav,0,pole
122,pole_28.wav,0,pole
123,pole_29.wav,0,pole
124,pole_3.wav,0,pole
125,pole_30.wav,0,pole
126,pole_31.wav,0,pole
127,pole_32.wav,0,pole
128,pole_33.wav,0,pole
129,pole_34.wav,0,pole
130,pole_35.wav,0,pole
131,pole_36.wav,0,pole
132,pole_37.wav,0,pole
133,pole_38.wav,0,pole
134,pole_39.wav,0,pole
135,pole_4.wav,0,pole
136,pole_40.wav,0,pole
137,pole_41.wav,0,pole
138,pole_42.wav,0,pole
139,pole_43.wav,0,pole
140,pole_44.wav,0,pole
141,pole_45.wav,0,pole
142,pole_46.wav,0,pole
143,pole_47.wav,0,pole
144,pole_48.wav,0,pole
145,pole_49.wav,0,pole
146,pole_5.wav,0,pole
147,pole_50.wav,0,pole
148,pole_51.wav,0,pole
149,pole_52.wav,0,pole
150,pole_53.wav,0,pole
151,pole_54.wav,0,pole
152,pole_55.wav,0,pole
153,pole_56.wav,0,pole
154,pole_57.wav,0,pole
155,pole_58.wav,0,pole
156,pole_59.wav,0,pole
157,pole_6.wav,0,pole
158,pole_60.wav,0,pole
159,pole_61.wav,0,pole
160,pole_62.wav,0,pole
161,pole_63.wav,0,pole
162,pole_64.wav,0,pole
163,pole_65.wav,0,pole
164,pole_66.wav,0,pole
165,pole_67.wav,0,pole
166,pole_68.wav,0,pole
167,pole_69.wav,0,pole
168,pole_7.wav,0,pole
169,pole_70.wav,0,pole
170,pole_71.wav,0,pole
171,pole_72.wav,0,pole
172,pole_73.wav,0,pole
173,pole_74.wav,0,pole
174,pole_75.wav,0,pole
175,pole_76.wav,0,pole
176,pole_77.wav,0,pole
177,pole_78.wav,0,pole
178,pole_79.wav,0,pole
179,pole_8.wav,0,pole
180,pole_80.wav,0,pole
181,pole_81.wav,0,pole
182,pole_82.wav,0,pole
183,pole_83.wav,0,pole
184,pole_84.wav,0,pole
185,pole_85.wav,0,pole
186,pole_86.wav,0,pole
187,pole_87.wav,0,pole
188,pole_88.wav,0,pole
189,pole_89.wav,0,pole
190,pole_9.wav,0,pole
191,pole_90.wav,0,pole
192,pole_91.wav,0,pole
193,pole_92.wav,0,pole
194,pole_93.wav,0,pole
195,pole_94.wav,0,pole
196,pole_95.wav,0,pole
197,pole_96.wav,0,pole
198,pole_97.wav,0,pole
199,pole_98.wav,0,pole
200,pole_99.wav,0,pole
